place,name,address,latitude,longitude,ranking
ChIJp93J9pkFdkgRwx5JkkoGMSo,The Junction,"36 St John's Hill, London SW11 1SA, United Kingdom",51.4633072,-0.1697697,4.1
ChIJp9STl4in2EcR0WKkUo6v7wY,Cart & Horses (Birthplace of Iron Maiden),"1 Maryland Point, London E15 1PF, United Kingdom",51.5458516,0.0043693,4.5
ChIJp9tAKu-g2EcRmfPXIfwfEsU,Toby Carvery Buckhurst Hill,"High Rd, Buckhurst Hill IG9 5JU, United Kingdom",51.6257299,0.0324201,4.1
ChIJpQ4L_9UTdkgRBdFbph-7SLY,The Parish Bar,"120 Wembley Park Dr, Wembley Park, Wembley HA9 8HP, United Kingdom",51.5618068,-0.2829374000000001,4.4
ChIJpQQCEeIbdkgRDZTmgDgym7g,PJ O'Connors Irish Sports Bar,"239 High Rd, London N22 8HF, United Kingdom",51.5982442,-0.1110149,4.7
ChIJpQYqij4bdkgRK8yigrt94dE,Lincoln Arms,"52 York Wy, London N1 9AB, United Kingdom",51.5332831,-0.122217,4.4
ChIJpRb48ioFdkgRIzEZ-3Yq5nI,Masons Arms,"38 Maddox St, London W1S 1PY, United Kingdom",51.512786,-0.1425734,4.4
ChIJpRjGUC0DdkgRYwkoSdPleLA,The Hungerford Arms,"240 Commercial Rd, London E1 2NB, United Kingdom",51.5144594,-0.0579729,4.4
ChIJpRlAG6wbdkgRMH6iTMBgshY,St John's Tavern,"91 Junction Rd, Archway, London N19 5QU, United Kingdom",51.5630157,-0.1357291,4.4
ChIJpSXZ4HcPdkgRwaOcHPJXmVA,Duke on the Green,"235 New Kings Rd, London SW6 3BN, United Kingdom",51.4726319,-0.1995071,4.3
ChIJpSZ24WgFdkgRvxEnlylQbis,The Crown,"153 Dovehouse St, London SW3 6LB, United Kingdom",51.4901831,-0.1734071,4.3
ChIJpU88kvUgdkgRyRByeLF_Uzc,Bulls Head,"High Rd Turnford, Turnford, Broxbourne EN10 6BZ, United Kingdom",51.72237149999999,-0.0259877,4.6
ChIJpVHZvzwddkgRMh7inIoWDKI,Young Prince,"448 Roman Rd, Old Ford, London E3 5LU, United Kingdom",51.532002,-0.0341334,4.0
ChIJpWPbjFuo2EcRGxqs7La5u0Y,The Royal Oak,"54 Charlton Ln, London SE7 8LA, United Kingdom",51.4882871,0.0394934,4.3
ChIJpXqv9eGb2EcR5ufPuvxWYnQ,The Heart and Club,"Pypers Hatch, Harlow CM20 3NG, United Kingdom",51.7689411,0.1126388,4.0
ChIJpXsTrWmg2EcRJkX8DfpZsXU,The Owl,"Lippitts Hill, Waltham Abbey, Loughton IG10 4AL, United Kingdom",51.6543547,0.0202449,4.2
ChIJpXtJXewLdkgRQEzvs9chw_g,The Oak,"98 Richmond Rd, Kingston upon Thames KT2 5EN, United Kingdom",51.4163671,-0.3011202,4.4
ChIJpYB4wNEGdkgR_8PhPfnHrcs,The Railway Telegraph,"19 Brigstock Rd, Thornton Heath CR7 7JJ, United Kingdom",51.3981114,-0.1008861,4.3
ChIJpZE_19UadkgRNIwg2pobPGQ,The Stags Head,"102 New Cavendish St, London W1W 6XW, United Kingdom",51.5199605,-0.1431709,4.3
ChIJpZhPT4YCdkgRGRBybfMCtwg,The Prince of Greenwich Pub,"72 Royal Hill, London SE10 8RT, United Kingdom",51.4761738,-0.009855,4.8
ChIJpexZ8NCg2EcRiP3bfTPCyZM,"Railway Tavern, Woodford Green","126 Snakes Ln E, Woodford, Woodford Green IG8 7HY, United Kingdom",51.6076669,0.0393847,4.1
ChIJpfig4wANdkgRKI8NuXLLZIw,The Rising Sun,"407 London Rd, Isleworth TW7 5AQ, United Kingdom",51.4759328,-0.3318437,4.3
ChIJpxNi3PwcdkgRixNM8IKk74U,Chesham Arms,"East London Public House, 15 Mehetabel Rd, London E9 6DU, United Kingdom",51.5476521,-0.0500927,4.6
ChIJpxRYKc4EdkgRuDiVRuMuBV4,"The Admiralty, Trafalgar Square","66 Trafalgar Sq, St. James's, London WC2N 5DS, United Kingdom",51.5073029,-0.1288474,4.3
ChIJq15rvdUYdkgRqpdXYWF2crY,The Gryphon,"Vera Ave, London N21 1RE, United Kingdom",51.64289710000001,-0.0987465999999999,4.2
ChIJq1WGlUADdkgRXK28TTteXIc,The Tommy Flowers,"50 Aberfeldy St, Aberfeldy Village, London E14 0NU, United Kingdom",51.5136172,-0.0054529,4.7
ChIJq2Zmjyem2EcRo38DPPLrESM,Winsor House Brewers Fayre,"1 Woolwich Manor Way, London E6 5NT, United Kingdom",51.514836,0.0610111,3.6
ChIJq2fOmncUdkgRBlPMuMD7HfQ,Life of Reilly,"7 Warwick Parade Kenton Ln, Harrow HA3 8SA, United Kingdom",51.600848,-0.3181075,4.5
ChIJq53L7xcFdkgR-9mmMm--ymw,Duke of Wellington,"63 Eaton Terrace, London SW1W 8TR, United Kingdom",51.4930661,-0.1533333,4.3
ChIJq6_uiHKo2EcRiY0xIV1CvsY,So Bar & Restaurant,"1D-1E, Royal Victoria Place, 1D-1E Royal Victoria Pl, London E16 1UG, United Kingdom",51.50545229999999,0.0261729,4.0
ChIJq6oaqNUadkgRpZOzYplQjq4,The Wigmore,"15 Langham Pl, London W1B 3DE, United Kingdom",51.5174988,-0.1432782,4.7
ChIJq6pdXo4PdkgRKtjmoXGxnQE,The Prince,"14 Lillie Rd, London SW6 1TT, United Kingdom",51.48707479999999,-0.1971398,4.1
ChIJq6q-MiQDdkgRaOGjVyWyElQ,The Black Dog Pub Company,"117 Rotherhithe St, London SE16 4NF, United Kingdom",51.5017405,-0.0535637,4.9
ChIJq6qO_IgNdkgRDTovkXWUJo8,Prince Arthur,"123 Uxbridge Rd, London W13 9AU, United Kingdom",51.5114442,-0.3150645,4.4
ChIJq6qmmXSp2EcRihHrsKJDLEM,The Rusty Bucket Pub,"11 Court Yard, London SE9 5PR, United Kingdom",51.4504105,0.0521201,4.7
ChIJq7Avfbik2EcRLbuX8rbeSn4,The Mawney Arms,"44 Mawney Rd, Romford RM7 7HT, United Kingdom",51.57897080000001,0.171463,4.0
ChIJq7Tvhm2q2EcRdqtsVbHPS-Q,Swan and Mitre,"260-262 High St, Bromley BR1 1PG, United Kingdom",51.407138,0.011668,4.1
ChIJq8Qrdsin2EcRDdJzqAE-Fbc,The Queens Pub,"410 Green St, London E13 9JJ, United Kingdom",51.5345721,0.0355648,3.8
ChIJq8ewlpUgdkgRCfUg17UAZtM,The Bull,"74 High Rd, Broxbourne EN10 7DZ, United Kingdom",51.7460113,-0.0198768,4.3
ChIJq98ILMsadkgRLDT5fBu1FhY,The Portman,"51 Upper Berkeley St, London W1H 7QW, United Kingdom",51.5151957,-0.1611716,4.3
ChIJq9CWsYOf2EcRYaihGv9rxNs,The Horseshoes Country Pub & Dining Room,"Horseshoe Hill, Upshire, Waltham Abbey EN9 3SN, United Kingdom",51.69029889999999,0.0452499,4.6
ChIJqSh0OUsDdkgRIzz0nGYjspU,The Hoop and Grapes,"47 Aldgate High St, Greater, London EC3N 1AL, United Kingdom",51.5142726,-0.0741855,4.6
ChIJqUevtE09dkgRc-wXxgrRHeQ,Old Manor,"Wyllyotts Pl, Darkes Ln, Potters Bar EN6 2JD, United Kingdom",51.6965065,-0.1934856,4.2
ChIJqUpTpyEFdkgR8PKOSuUoYu4,Shakespeare,"99 Buckingham Palace Rd, London SW1W 0RP, United Kingdom",51.4962593,-0.144897,4.0
ChIJqW7YNe8edkgR92yv69tdtjI,Railway Tavern,"Railway Tavern, 19 Market Parade, London N9 0TZ, United Kingdom",51.6247158,-0.0575313,4.0
ChIJqWZt3PoPdkgRDPKhKc_l0PI,The Windsor Castle,"114 Campden Hill Rd, London W8 7AR, United Kingdom",51.5062681,-0.1986741,4.4
ChIJqWwH8_8bdkgRbvS-3BOHJ5Y,Welcome Inn,"451 Lordship Ln, London N22 5DJ, United Kingdom",51.5980741,-0.0940922999999999,4.3
ChIJqZOpkqwFdkgRLRYmwl30pUo,The Tim Bobbin,"1-3 Lillieshall Rd, London SW4 0LN, United Kingdom",51.4663319,-0.1428775,4.3
ChIJqZQP7hMOdkgRfuRRhXUXX8w,The Swan,"1, 119 Evershed Walk, Acton Ln, Chiswick, London W4 5HH, United Kingdom",51.4979927,-0.2652721,4.6
ChIJqaYaYZAbdkgRDEOzEbBRzds,The Faltering Fullback,"19 Perth Rd, Finsbury Park, London N4 3HB, United Kingdom",51.56854999999999,-0.1082097,4.6
ChIJqajqXo8EdkgRpPyfj0irGPE,The Kennington,"60 Camberwell New Rd, London SE5 0RS, United Kingdom",51.4799374,-0.1079178,4.4
ChIJqbn7hW8VdkgRHg7lLfPvFB0,The Round Bush,"Roundbush Ln, Round Bush, Radlett, Watford WD25 8BG, United Kingdom",51.6725764,-0.3456483,4.4
ChIJqetlbTUgdkgRxWAVjFpzoOY,Crocodile,"College Rd, Cheshunt, Waltham Cross EN8 9NQ, United Kingdom",51.7026868,-0.0443392,4.1
ChIJqf3bWDwddkgRnZ-RN-oh5C8,The Albert Bow,"74 St Stephen's Rd, Old Ford, London E3 5JL, United Kingdom",51.532479,-0.0320012,4.2
ChIJqfKYaFkFdkgRAg-n_KAQnm4,THE HOUSE BELGRAVIA,"152 Ebury St, London SW1W 9JL, United Kingdom",51.4924793,-0.1514351,4.1
ChIJqfpiAqOo2EcREwj395qVBro,Galyons Bar & Kitchen,"Gallions Hotel, Albert Basin Way, London E16 2QS, United Kingdom",51.506676,0.0730711,4.4
ChIJqfzVUcwEdkgR7cvsVYJ8daE,"The Lamb & Flag, Covent Garden","33 Rose St, London WC2E 9EB, United Kingdom",51.51173,-0.125675,4.5
ChIJqxwVdo4VdkgRjgnlWQgRa5c,Pub & Grill at Village,"419-420 Centennial Ave, Elstree, Borehamwood WD6 3SB, United Kingdom",51.63927289999999,-0.3088451,4.2
ChIJqzTGMnuu2EcRSqrsGBAaDWw,The Railway Tavern,"38 Bexley High St, Bexley DA5 1AH, United Kingdom",51.4412968,0.1487663,4.1
ChIJr-agilqv2EcRPfTEVxWzkpc,The Cutty Sark,"14 Joyce Dawson Way, London SE28 8RA, United Kingdom",51.5071476,0.1078251,4.3
ChIJr-amk0AOdkgRmK_PRbZWVhQ,Packhorse & Talbot,"145 Chiswick High Rd., Chiswick, London W4 2DT, United Kingdom",51.4925056,-0.2546207,4.3
ChIJr0Dqw0sDdkgRyWbnVkt29Js,The Minories,"64-73 Minories, London EC3N 1LA, United Kingdom",51.510724,-0.0748532,4.2
ChIJr0k2CpwfdkgRFOUwmEEzia8,The White House,"570 Hertford Rd, Enfield EN3 5SU, United Kingdom",51.6686694,-0.0415211,3.8
ChIJr1uYMamu2EcR42j7zmxFvHQ,The Hackney Carriage Micropub,"165 Station Rd, Sidcup DA15 7AA, United Kingdom",51.4357815,0.1016131,4.6
ChIJr2RySocLdkgRUV2E_xLJGx4,"The Anglers, Teddington","3 Broom Rd, Teddington TW11 9NR, United Kingdom",51.42928,-0.3224057,4.2
ChIJr2V2t18ZdkgRODnkSRw5Zcs,The Prince,"1 Finsbury Rd, London N22 8PA, United Kingdom",51.6011298,-0.1161272,4.5
ChIJr32ELkcbdkgRaIq8ip58a50,The Goodness Brewing Company,"5a Clarendon Yard, Coburg Rd, London N22 6TZ, United Kingdom",51.5935233,-0.1143143,4.6
ChIJr3WWTUMbdkgRg98ItwdwrLE,Old Red Lion Theatre Pub,"418 St John St, London EC1V 4NJ, United Kingdom",51.5314646,-0.1060009,4.1
ChIJr4iX4UAFdkgRcYZxTEOqsMo,The Bunch Of Grapes,"207 Brompton Rd, London SW3 1LA, United Kingdom",51.4975722,-0.1671391,4.3
ChIJr5JcX6yY2EcR-5htSOQ-Kss,Forest Gate,"111 Bell Common, Epping CM16 4DZ, United Kingdom",51.6902353,0.0974526999999999,4.5
ChIJr6oYAT2s2EcR1EM3aJfe_as,Seven Stars,"Foots Cray High St, Foots Cray, Sidcup DA14 5HJ, United Kingdom",51.4179588,0.1200176,4.2
ChIJr77j_d8IdkgRvEBP3G5xMGM,The Cavern,"100 Coombe Ln, West Wimbledon, London SW20 0AY, United Kingdom",51.4097646,-0.2338462,4.4
ChIJr7m3WhsQdkgRY8_HKzm6Wgs,The Quiet Night Inn,"60 Great Western Rd, Westbourne Park Rd, London W11 1AB, United Kingdom",51.5206043,-0.2006866,4.1
ChIJr8x8kuULdkgRpIaJJ7fglbU,Willoughby Arms,"47 Willoughby Rd, Kingston upon Thames KT2 6LN, United Kingdom",51.4163365,-0.2922449,4.4
ChIJr98oHxMFdkgRaXFZEKDrLho,"The Surprise, Chelsea","6 Christchurch Terrace, London SW3 4AJ, United Kingdom",51.4862299,-0.1630769,4.4
ChIJr9VXtd8EdkgRINnSvsIZLhc,The Windsor Castle,"23 Francis St, London SW1P 1DN, United Kingdom",51.4952003,-0.1378618,4.2
ChIJrQEsjooMdkgRCNOWmteNp0g,The Shack 68,"68 London Rd, Twickenham TW1 3QS, United Kingdom",51.4491445,-0.32959,4.2
ChIJrT-ABrQcdkgRu8aqSGVPpNU,The Grocer,"4 Crispin Pl, London E1 6DW, United Kingdom",51.5201333,-0.0761222,4.0
ChIJrUOt9koadkgRozweLeo_g_4,The Boogaloo Pub,"The Boogaloo, 312 Archway Rd, London N6 5AT, United Kingdom",51.5763553,-0.1437714,4.2
ChIJrUTEoBuc2EcRCjFxKNvxNEE,The Shark,"Hobtoe Rd, Harlow CM20 1TH, United Kingdom",51.7739777,0.0806402,4.4
ChIJrUUPVMOu2EcR5fuc3a3CDac,The Rose & Crown,"15 Welling High St, Welling DA16 1TR, United Kingdom",51.4620024,0.1128834,4.3
ChIJrUUPVMOu2EcRx8RCb2JZZXg,Nags Head,"37 Welling High St, Welling DA16 1TR, United Kingdom",51.4621639,0.1115223,4.0
ChIJrUsgQ_QNdkgReZssobVGDHg,The Kings Arms,"55 The Grove, London W5 5DX, United Kingdom",51.5109861,-0.3021097,4.4
ChIJrX3eJ8oadkgRsoY5qZx6ZG8,The Royal Oak,"74-76 York St, London W1H 1QN, United Kingdom",51.5200574,-0.1623735,4.4
ChIJrXaGcusDdkgRGCZDPgBpT8U,The Plough,"381 Lordship Ln, London SE22 8JJ, United Kingdom",51.4494554,-0.0742686999999999,4.2
ChIJrXw9wuEadkgReE0YFFTMN-A,The Camden Eye,"2 Kentish Town Rd, London NW1 9NX, United Kingdom",51.53948,-0.1421672,4.3
ChIJrY6UxL0adkgRbr0OBLvvcRE,The Duke of York,"2 St Ann's Terrace, London NW8 6PJ, United Kingdom",51.5341826,-0.171277,4.3
ChIJrY9L0W0CdkgR0om-LYqGA1I,Fox & Firkin,"316a, 316 Lewisham High St, London SE13 6JZ, United Kingdom",51.45686310000001,-0.014236,4.4
ChIJr_YEok2v2EcRTQ2d4pGO3TQ,The Bolthole Micropub,"12 Falconwood Parade, Welling DA16 2PL, United Kingdom",51.4568028,0.0943677,4.8
ChIJraE3uLocdkgR4vfkJjyeXJw,The Reliance,"336 Old St, London EC1V 9DR, United Kingdom",51.5266712,-0.0813306,4.3
ChIJraF6r1sQdkgRv4u_iTpenn8,LONDON GASTRO PUB GROUP LTD,"110 Walm Ln, London NW2 4RS, United Kingdom",51.5494627,-0.2202,0.0
ChIJraMd35Oh2EcRwUx0ZAONr78,Gunmakers Arms,"133 Chester Road, Loughton IG10 2LJ, United Kingdom",51.6572955,0.0783360999999999,4.2
ChIJraSJ370VdkgRv_rmeXegTfg,Battle Axes,"Butterfly Ln, Radlett, Borehamwood WD6 3AD, United Kingdom",51.6579066,-0.3185951,4.2
ChIJrbO9KGgQdkgR4XaJ4fXL2J0,McGlynns Bar (Sports Bar),"Willesden Ln, London NW6 7RF, United Kingdom",51.5410919,-0.201092,4.6
ChIJrdeQVRkadkgRamYYfDX7UtA,The Windsor Castle,"The Walks, London N2 8DL, United Kingdom",51.593518,-0.1708527,4.6
ChIJre0j6DofdkgRKmpbaPRk_VY,The Taps Bar,"29 Silver St, Enfield EN1 3EF, United Kingdom",51.6531248,-0.0804261,4.0
ChIJredGgWEMdkgRSFoaXBfAN6U,Barmy Arms,"The Embankment, Twickenham TW1 3DU, United Kingdom",51.44639189999999,-0.3258585000000001,4.1
ChIJrfRz6UcZdkgRLyhyniGP6eM,The Alfred Herring - JD Wetherspoon,"316-322 Green Lanes, London N13 5TT, United Kingdom",51.61939280000001,-0.1068894,4.0
ChIJrfUrf8EcdkgRAJ8aw-Hc8LI,The Virgin Queen,"94 Goldsmiths Row, London E2 8QY, United Kingdom",51.53369619999999,-0.0644392999999999,4.5
ChIJrfcDy3gBdkgRxeU-Qi6FE_M,Golden Lion,"116 Sydenham Rd, London SE26 5JX, United Kingdom",51.4255929,-0.047704,4.1
ChIJrw3nv0AFdkgRTePphhr-0ao,The Cyclist,"194 Balham High Rd, London SW12 9BP, United Kingdom",51.44379980000001,-0.1529168,4.4
ChIJrxEKHGEMdkgRWd6KtLOM1xY,The Royal Oak,"13 Richmond Rd, Twickenham TW1 3AB, United Kingdom",51.4485351,-0.3249264,4.3
ChIJrxVvAl8bdkgR-3LeurKXPHM,Narrowboat,"119 St Peter's St, London N1 8PZ, United Kingdom",51.5330618,-0.0969609999999999,4.1
ChIJrzQoiCEFdkgRI32G9hWPCNM,The Victoria,"1 Lower Belgrave St, London SW1W 0NR, United Kingdom",51.4956599,-0.1460072,4.2
ChIJrzeTLdoddkgR9w_gdScyQjk,Red Hand,"36-38 Stoke Newington Rd, London N16 7XJ, United Kingdom",51.551694,-0.074833,4.7
ChIJs0CR3p8FdkgR7NFl43Nu2mE,Duke of Cambridge,"228 Battersea Bridge Rd, London SW11 3AA, United Kingdom",51.47293639999999,-0.1660045,4.2
ChIJs1FtT4QGdkgRm_PSjlfmaXw,The Earl Ferrers,"22 Ellora Rd, London SW16 6JF, United Kingdom",51.4237797,-0.1325974,4.6
ChIJs1VFEc0EdkgR16SQEqpBCAA,Two Brewers,"40 Monmouth St, London WC2H 9EP, United Kingdom",51.5133659,-0.1271842,4.3
ChIJs2NI4IcadkgRz8U2MVZfIYc,King William Ⅳ Pub & Rooms,"77 Hampstead High St, London NW3 1RE, United Kingdom",51.5556941,-0.1767977,4.2
ChIJs3Eukl0CdkgRjzBZvUVU-Uo,The Talbot,"2 Tyrwhitt Rd, London SE4 1QG, United Kingdom",51.46725929999999,-0.0236193,4.5
ChIJs42p0fINdkgRjnbxqt0HqGk,"The Castle Inn, Ealing","36 St Mary's Rd, London W5 5EU, United Kingdom",51.5062005,-0.3053848,4.4
ChIJs4s9MwwHdkgR1LIhrIlaQ_w,Harvest Home,"27 Beddington Ln, Croydon CR0 4TG, United Kingdom",51.3723152,-0.1316012,4.1
ChIJs8TprS0OdkgR65tSsFoQ61U,The Pocket Watch,"434 Uxbridge Rd, London W12 0NS, United Kingdom",51.5066378,-0.2386578,4.3
ChIJs9p7kd8bdkgR9VPNRGOv3Aw,The Starting Gate,"Greater, alexandra palace, Station Rd, London N22 7SS, United Kingdom",51.5982949,-0.1197257,4.3
ChIJs9x0eOwEdkgRD1LEhbiA3WM,The Black Dog,"112 Vauxhall Walk, London SE11 5ER, United Kingdom",51.4887096,-0.1208667,4.3
ChIJsSA_TC0bdkgReyGfdCblRD0,The Royal George,"133 Charing Cross Rd, London WC2H 0EA, United Kingdom",51.515171,-0.1307998,4.4
ChIJsSWaU-8adkgRt0VVi8cRkg4,The Lansdowne Pub & Dining Room,"90 Gloucester Ave., London NW1 8HX, United Kingdom",51.5415003,-0.1532528,4.1
ChIJsUhBT-Gq2EcRk0AvoJKsMjM,The Bird In Hand,"62 Gravel Rd, Bromley BR2 8PF, United Kingdom",51.3732833,0.0420841,4.2
ChIJsVIpFNEDdkgRAZPbF7JNFxg,The Hill,"45-47 Dartmouth Rd, London SE23 3HN, United Kingdom",51.437715,-0.0544374,3.9
ChIJsWwtP98-dkgRvpOGOQs8MTc,Robin Hood of St Albans,"126 Victoria St, St Albans AL1 3TG, United Kingdom",51.7505759,-0.3307191,4.3
ChIJsXGBF6ie2EcRiuf438WpF2o,The Golden Swift,"Harberts Rd, Harlow CM19 4EU, United Kingdom",51.7655342,0.0842165,4.6
ChIJsXHaDVgPdkgRgg8HuJD_4gU,The Earlsfield,"511 Garratt Ln, London SW18 4SW, United Kingdom",51.4423375,-0.188129,4.1
ChIJsXzDg-6o2EcR6LRTrqL0Ppk,The Great Harry - JD Wetherspoon,"7-9 Wellington St, London SE18 6PQ, United Kingdom",51.4899601,0.0668798,4.1
ChIJsYAEZC0HdkgRdg0BCX6_Lc0,Bedford Tavern,"16 Sydenham Rd, Croydon CR0 2EF, United Kingdom",51.3787879,-0.0951121,4.1
ChIJsYoCajup2EcR8YGHb8zCxqQ,The Windjammer,"25 Admiralty Ave, London E16 2PN, United Kingdom",51.4994396,0.0310145,4.3
ChIJsZ6qtdIGdkgROq6EwC2bDgI,The Prince George,"2 High St, Thornton Heath CR7 8LE, United Kingdom",51.3978583,-0.0931523,4.1
ChIJsZbHYrsbdkgRLHDUstmhvos,Shaftesbury Tavern,"534 Hornsey Rd, Finsbury Park, London N19 3QN, United Kingdom",51.5697652,-0.1237254,4.5
ChIJs_2I178FdkgRroKSB0z1p5g,The Bolingbroke,"174 Northcote Rd, London SW11 6RE, United Kingdom",51.453951,-0.1640432,4.3
ChIJs_mu1KkadkgRfbIeYOAvXbc,The Waterway,"54 Formosa St, London W9 2JU, United Kingdom",51.5227766,-0.1878105,4.1
ChIJsa2TICEFdkgRrFP5atEByIw,Bag O'Nails,"6 Buckingham Palace Rd, London SW1W 0PP, United Kingdom",51.4980188,-0.1441356,4.1
ChIJsaKvCzgMdkgRsdhpNtUZotE,The Britannia,"5 Brewers Ln, Richmond TW9 1HH, United Kingdom",51.46092489999999,-0.3050634,4.4
ChIJsbCwLaig2EcRVJBKrkdIsHs,County Arms,"420 Hale End Rd, London E4 9PB, United Kingdom",51.6073284,0.000535,4.1
ChIJsbP8IrEPdkgR3dTI6HGAArU,"The Blue Boat, Fulham Reach","Distillery Wharf, Parr's Wy., London W6 9GD, United Kingdom",51.4871978,-0.2269837,4.1
ChIJsd6in4IddkgRQ2ObcZhPTSs,The Untraditional Pub - Pillars Brewery,"Unit 27, Crate Building, Parking lot, 35 St James St, London E17 7FY, United Kingdom",51.5805902,-0.0325809,4.4
ChIJsdL9p94NdkgRZ8KTcXfm7Fw,Express Tavern,"56 Kew Bridge Rd, Brentford TW8 0EW, United Kingdom",51.4891224,-0.2879222,4.4
ChIJsdcar0MbdkgRNMxdd75zZ8s,The Three Johns,"73 White Lion St, London N1 9PF, United Kingdom",51.532879,-0.1090918,4.4
ChIJsdyDXkkddkgR-mK5_j_vZcA,Naturalist,"14 Woodberry Down, London N4 2GB, United Kingdom",51.5709178,-0.0927725,4.3
ChIJse4MgvCu2EcRhGGGOfd3DuU,William Camden,"Avenue Rd, Bexleyheath DA7 4EQ, United Kingdom",51.46326209999999,0.1321784,3.9
ChIJsecEQrMEdkgRvd4CVnayQPs,Ye Olde Cock Tavern,"22 Fleet St, Temple, London EC4Y 1AA, United Kingdom",51.5138123,-0.1105142,4.2
ChIJsfRRx_UFdkgRCi_LjVO0W0E,Old Town Tavern,"29 North St, London SW4 0HJ, United Kingdom",51.4661181,-0.1421605,4.6
ChIJswMwjBE8dkgRF3NaDpG_Dc8,The Three Horseshoes,"612 Hatfield Rd, Smallford, St Albans AL4 0HP, United Kingdom",51.7553654,-0.2673971,4.0
ChIJswZMtAcFdkgRD8YIJsrmXqY,The Magic Garden,"231 Battersea Park Rd, London SW11 4LG, United Kingdom",51.4753208,-0.150807,4.2
ChIJsxLj6v-f2EcRvm5zs9yC4jk,The Sultan,"Sewardstone Rd, Waltham Abbey EN9 1PD, United Kingdom",51.68448730000001,0.0013419,4.5
ChIJsz-jakAOdkgR4bclN98baKo,"The George IV, Chiswick","185 Chiswick High Rd., Chiswick, London W4 2DR, United Kingdom",51.4922866,-0.2569831,4.4
ChIJt-d3v4St2EcRmLv-O1gvYz8,Lullingstone Castle,"2 High St, Swanley BR8 8BE, United Kingdom",51.3953609,0.1768063,4.2
ChIJt-dMgUAGdkgRVjlHkOql8wE,White Lion of Mortimer,"223 London Rd, Mitcham CR4 2JD, United Kingdom",51.4065727,-0.1639355,4.0
ChIJt07b1x8FdkgRH3irntbUpzw,Marquis Of Westminster,"50 Warwick Wy, Pimlico, London SW1V 1RY, United Kingdom",51.4918021,-0.1408966,4.3
ChIJt0TQH-wedkgRxbFjAMYSeFU,The Lamb,"52-54 Church St, London N9 9PA, United Kingdom",51.6254905,-0.0635454,4.3
ChIJt0Vjm4gNdkgRPHLcV17P8PI,Black George,"181 Uxbridge Rd, London W13 9AA, United Kingdom",51.5111304,-0.3173824,3.8
ChIJt0jtW_qZ2EcRYWLQzmnB1Nk,Potters Arms Cookhouse + Pub,"Church Langley Way, Harlow CM17 9TD, United Kingdom",51.767103,0.1307214,3.7
ChIJt1FVugYPdkgRCdIS0MgNvwY,The Spencer Arms,"237 Lower Richmond Rd., London SW15 1HJ, United Kingdom",51.4682729,-0.228107,4.3
ChIJt1JLYzwFdkgRaeszj2sVzQ8,"The Star Tavern, Belgravia","6 Belgrave Mews W, London SW1X 8HT, United Kingdom",51.4984437,-0.1557941,4.5
ChIJt1JhJHMEdkgRq1tQDtatEyc,Off The Cuff,"Arch 645, 301-303 Railton Rd, London SE24 0JN, United Kingdom",51.4530622,-0.1020679,4.3
ChIJt1w49r0adkgRvlnnYLVLgD0,The Ordnance Arms,"29 Ordnance Hill, London NW8 6PS, United Kingdom",51.5358305,-0.1714628,4.1
ChIJt22QlEYPdkgR5gI_9sSsYNQ,The Gardeners,"268 Merton Rd, London SW18 5JL, United Kingdom",51.4480016,-0.1993384,4.3
ChIJt4Ww_p4edkgRs99YR5lo9WY,No.8 Tottenham,"724-726 High Rd, London N17 0AG, United Kingdom",51.60201499999999,-0.067434,4.0
ChIJt4YEWMYNdkgR9i4NHSc36ao,The Black Dog Beer House,"17 Albany Rd, Brentford TW8 0NF, United Kingdom",51.4856193,-0.3018509,4.8
ChIJt4rsSy0FdkgRRaNA2Ai-3E4,The Duchess,"39 Duke St, London W1U 1LP, United Kingdom",51.5147686,-0.151492,4.1
ChIJt5ijsPau2EcRH9o9uiRXhYc,The Golden Lion Bexleyheath,"258 Broadway, Bexleyheath DA6 8BE, United Kingdom",51.4579651,0.1359855,4.4
ChIJt5kV7PcCdkgR_p8xPf2mT_g,The Fat Walrus,"44 Lewisham Way, London SE14 6NP, United Kingdom",51.4739331,-0.0341936,4.4
ChIJt6UtlW8QdkgRaiLYe08fevo,Brondes Age,"328 Kilburn High Rd, Brondesbury, London NW6 2QN, United Kingdom",51.5455103,-0.2018876,3.9
ChIJt6taBYem2EcRQ8whTnz-Z-M,The Prince Of Wales,"63 Green Ln, Ilford IG1 1XJ, United Kingdom",51.5590977,0.0859824,4.5
ChIJt9QOIXSq2EcRPSepeihRrCc,The Shortlands Tavern,"Carlton Chambers, 5 Station Rd, Bromley BR2 0EY, United Kingdom",51.4053389,0.0034399,4.5
ChIJt9mhJRkZdkgRQP-8vVjY3AU,Annie's Freehouse,"168 Ballards Ln, London N3 2PA, United Kingdom",51.605582,-0.1874138,4.5
ChIJtQVdHEERdkgRFVRamf99gWk,Jono's Pub,"458 Church Ln, Kingsbury Green, London NW9 8UA, United Kingdom",51.5809679,-0.2622588,4.5
ChIJtRg6YQkRdkgRwVkBwvyPr20,Katie’s Bar (Neasden),"350 Neasden Ln, Neasden, London NW10 0AD, United Kingdom",51.5605476,-0.2526933,4.4
ChIJtRrF3LobdkgR-bOT7_B61y4,Ludo's,"Blue House Yard, 5 River Park Rd, London N22 7TB, United Kingdom",51.59704379999999,-0.1114458,4.7
